538.3612	537.1201	-0.8788428	0.47483186
1069.076	1067.193	-0.87900512	0.47462946
850.5825	851.7375	-0.82366886	0.56693341
1313.881	1313.298	-0.82386677	0.56662554
484.8307	485.0009	-0.82409598	0.56632747
927.4796	929.1033	-0.82454751	0.56565145
1939.633	1938.825	-0.82339044	0.56728789
1945.52	1944.597	-0.82347357	0.56716693
1501.456	1501.047	-0.82353203	0.56710332
1889.612	1888.928	-0.82364001	0.56692795
537.5947	537.5942	-0.82388906	0.56662633
1124.031	1123.58	-0.82420812	0.5661374
1353.794	1353.254	-0.8242978	0.5659965
1047.743	1047.399	-0.82438257	0.56588668
150.2976	151.4137	-0.82450002	0.56575206
605.1416	605.1564	-0.82355684	0.56710636
1719.357	1718.7	-0.82364891	0.56692328
420.0904	420.1354	-0.82405352	0.56639183
1067.462	1067.078	-0.82450316	0.5657101
86.9361	87.14171	-0.82455477	0.56567469
764.4437	764.3767	-0.82352443	0.56714686
764.9559	764.8412	-0.82381695	0.56672185
764.7054	764.4807	-0.82449619	0.56573322
1657.397	1656.837	-0.82334917	0.56736146
1564.026	1563.471	-0.82373735	0.56680218
360.3362	360.1025	-0.82540763	0.56441903
1418.971	1418.179	-0.82493342	0.56506671
1568.94	1568.337	-0.82537936	0.56440812
1589.238	1588.339	-0.82579937	0.56379248
1933.684	1932.688	-0.82501229	0.56492694
999.1967	998.8279	-0.82515393	0.56476345
97.04997	97.27315	-0.82462717	0.56556876
1422.428	1422.04	-0.82466334	0.56546062
1185.839	1188.33	-0.82476303	0.56532581
445.0975	445.088	-0.82476446	0.56535509
1326.379	1325.835	-0.82483795	0.5652103
1528.773	1528.953	-0.82485477	0.56517636
994.9059	994.5171	-0.82501542	0.56496595
1603.951	1602.953	-0.82507778	0.56484726
1640.308	1638.814	-0.82515215	0.56473691
1252.441	1252.277	-0.82523444	0.56463457
1252.133	1251.633	-0.82536053	0.56445028
767.2429	767.2292	-0.82564063	0.56406159
1097.71	1096.811	-0.82569324	0.56397039
175.1091	174.8828	-0.82593785	0.56365003
409.196	408.864	-0.82602616	0.5635115
1519.495	1518.94	-0.82600779	0.56349036
1333.136	1332.862	-0.82602822	0.56346903
1029.663	1029.253	-0.82471698	0.56540001
1902.597	1901.793	-0.82472251	0.56535141
617.0435	616.9937	-0.82474568	0.56537554
1063.36	1062.915	-0.82475575	0.56534198
554.5478	554.3625	-0.82477735	0.5653319
278.0291	277.9569	-0.82545092	0.56435892
1541.197	1540.426	-0.82547497	0.5642696
1025.394	1025.013	-0.82549185	0.56426827
1655.635	1654.98	-0.82471769	0.56537042
1419.583	1418.998	-0.82547147	0.56428038
863.5732	864.2852	-0.8258375	0.56376926
1223.062	1222.632	-0.82477501	0.56530681
1597.37	1596.279	-0.82630939	0.56304435
1874.161	1872.805	-0.82659998	0.56260423
124.4914	125.0003	-0.82661943	0.5626519
1702.573	1702.172	-0.82748409	0.56131144
986.59	986.2957	-0.82628162	0.56311283
697.2729	697.1268	-0.8263012	0.5630964
814.8091	814.5273	-0.82677599	0.56239413
1132.9	1132.724	-0.82737644	0.56149655
487.062	487.047	-0.8274887	0.5613585
1824.443	1823.182	-0.82671972	0.56243073
1326.863	1326.353	-0.82705267	0.56196459
663.7031	663.5271	-0.82731347	0.5616095
406.3491	406.4257	-0.82748054	0.56137376
425.8578	424.8116	-0.82747175	0.56138597
1048.157	1047.808	-0.82671555	0.56247289
290.4359	290.3115	-0.82615992	0.56331997
1025.016	1024.786	-0.82711559	0.56188549
290.0172	290.1277	-0.82742915	0.56145402
698.3901	697.7067	-0.82612044	0.56336154
861.4575	861.1883	-0.82613338	0.56333568
196.0217	195.3513	-0.82618174	0.56329171
1227.936	1227.677	-0.82624755	0.56315215
1166.41	1166.352	-0.8263514	0.5630025
150.1734	149.9606	-0.82641218	0.5629553
995.5952	994.9052	-0.82641062	0.56292314
290.8057	290.7715	-0.82657856	0.56270556
1917.637	1916.761	-0.82662593	0.56256394
968.112	969.0441	-0.82681083	0.56233627
959.8805	959.6027	-0.82691072	0.56218978
1147.564	1147.374	-0.82725364	0.5616768
223.9448	224.0287	-0.82743704	0.56144503
1249.879	1249.035	-0.82743676	0.56140242
1518.935	1518.401	-0.82621046	0.56319318
73.58892	73.61604	-0.82641335	0.56295646
899.1219	898.7972	-0.82683852	0.56229859
1952.516	1951.729	-0.82684513	0.56223998
1500.187	1499.619	-0.82701218	0.56201613
612.4979	613.0699	-0.82714075	0.56186593
436.9683	437.2663	-0.82714503	0.56186675
1184.496	1184.061	-0.82716586	0.56180441
