587729149846946419	197	151.62429819	-2.67301661	2188
587729149846946432	197	151.63429336	-2.67882396	2188
587729149846946433	197	151.63719389	-2.57337321	2188
588848900971299281	198	145.45683475	0.65745008	756
588848900971299288	198	145.4630262	0.78798018	756
588848900971299294	198	145.46608806	0.71301221	756
588848900971299295	198	145.46674311	0.63192285	756
588848900971299308	198	145.48732793	0.83874022	756
588848900971299337	198	145.50248673	0.6850397	756
588848900971299351	198	145.51571884	0.8119699	756
