587729149846946411	21.8012	2.363616	21.51815	-0.04595139	-0.8783301
587729149846946423	22.42489	-0.06552943	-9999	0.003117197	-5.288289E-05
588848900971299281	20.23095	1.420169	6.53625	-0.06593403	-0.003492329
588848900971299290	21.19057	0.9333423	5.226668	-0.05054829	-0.0777215
588848900971299300	21.16771	1.412679	4.451758	-0.04645927	0.0584022
588848900971299349	21.03934	1.738054	5.852693	0.01272333	-0.0102559
588848900971299351	19.05633	3.334176	17.40443	-0.4369128	-0.06375466
588848900971299371	21.95002	2.363302	5.775974	-1.00161	-0.2327604
588848900971299382	21.5922	4.333695	5.525968	-0.2499156	-0.02573179
588848900971299424	22.17	1.308102	3.432462	-0.03742683	-0.1399668
588848900971299435	20.63923	8.205412	4.060781	0.05287465	0.09464929
588848900971299496	21.80904	1.397971	4.155346	0.03605152	-0.04652103
588848900971299498	22.31331	0.8816856	4.404716	-0.170901	-0.1223495
588848900971299539	21.94943	1.149162	4.469878	0.08854347	-0.1691121
588848900971299545	21.43512	1.257598	5.855653	0.05701814	0.3674939
588848900971299570	21.20987	2.363302	-9999	-0.5185197	0.2696267
588848900971299600	22.57482	0.8483328	8.122929	0.1191742	0.03311394
588848900971299601	20.35145	0.5486956	-9999	1.326654	0.7402754
588848900971299602	22.55784	1.072155	3.147063	-0.01585536	0.1185585
588848900971299606	22.64569	2.034705	-9999	0.3289946	0.01546556
588848900971299651	22.8898	0.8980378	-9999	0.4846698	-0.115476
588848900971299713	24.95786	2.363302	-9999	-7.310286	6.423386
588848900971364368	21.17116	2.754417	5.434624	-0.1688025	-0.03227659
588848900971364371	22.06543	2.628078	5.6565	-0.189243	-0.6307306
588848900971364375	24.32595	2.346385	-9999	0.3048554	-2.481844
588848900971364385	18.43114	1.042273	7.449833	0.08208352	-0.01267816
588848900971364394	21.62559	3.366463	5.192951	0.03053855	-0.2432218
588848900971364476	24.39413	2.363534	-9999	-0.2175528	-3.082367
588848900971364513	18.77833	1.832151	11.91297	-0.009720451	0.03758621
588848900971364596	19.02225	2.767409	10.40579	-0.003887103	-0.2241074
588848900971364638	19.38774	2.82079	9.436478	0.1134947	-0.01145101
588848900971364661	21.96283	2.363534	-9999	0.5447652	0.890913
588848900971364681	20.43662	2.363534	3.884296	-0.09892743	0.1063472
588848900971364693	24.74096	2.363534	-9999	0.1431371	-2.445574
588848900971364722	21.5149	1.261444	4.662706	0.03519091	-0.1093486
588848900971364752	20.96355	2.173804	6.537115	-0.1697119	0.2082776
588848900971364760	21.79544	0.831185	3.869679	0.03397078	-0.01472463
588848900971364792	21.76348	0.3675114	2.978021	0.09466513	-0.1242263
588848900971364828	22.05921	1.767022	3.210189	0.06653187	-0.07187367
588848900971364849	20.50409	1.939092	5.650609	0.1439338	-0.04583403
