587729149846946413	22.25314	0.1138635
587729149846946417	21.84181	0.1175333
587729149846946426	21.73034	0.112608
588848900971299281	20.23095	0.3728094
588848900971299284	20.98888	0.3553711
588848900971299296	21.4043	0.3549831
588848900971299318	21.8848	0.3736189
588848900971299347	22.13184	0.3508544
588848900971299359	21.62613	0.3315224
588848900971299387	20.54163	0.3277569
588848900971299388	21.25125	0.3242349
588848900971299411	21.29708	0.3632965
588848900971299424	22.17	0.3897893
588848900971299428	21.72228	0.3816045
588848900971299434	20.8117	0.3836244
588848900971299466	21.89726	0.3737167
588848900971299483	21.80967	0.3522109
588848900971299530	21.55476	0.3319934
588848900971299539	21.94943	0.3629646
588848900971299574	21.51155	0.3251761
588848900971299600	22.57482	0.3710583
588848900971299604	22.83097	0.3661294
588848900971299642	22.77264	0.3496689
588848900971299727	25.06407	0.38091
588848900971364367	20.35749	0.320124
588848900971364375	24.32595	0.3243873
588848900971364377	25.54959	0.3211575
588848900971364408	21.61492	0.321456
588848900971364421	19.76726	0.3523248
588848900971364458	18.90791	0.3544345
588848900971364476	24.39413	0.3533267
588848900971364612	19.33028	0.3595574
588848900971364622	22.41438	0.3237219
588848900971364666	22.2565	0.3339013
588848900971364670	24.80823	0.317875
588848900971364710	23.45179	0.3336208
588848900971364729	20.7698	0.3570692
588848900971364749	20.86262	0.3497686
588848900971364750	21.08893	0.3430111
588848900971364752	20.96355	0.3209017
588848900971364758	20.78083	0.3412478
588848900971364760	21.79544	0.3192299
588848900971364777	21.33311	0.3494312
588848900971364783	20.59824	0.3481315
588848900971364799	20.55245	0.3324113
588848900971364839	19.9311	0.3167083
588848900971364866	22.33177	0.348361
588848900971364875	20.4465	0.3219537
588848900971364877	21.595	0.3179417
588848900971364894	20.82354	0.3135796
588848900971364924	20.9199	0.3126782
588848900971364938	20.95663	0.3626408
588848900971364949	21.20781	0.3581522
588848900971364952	21.99454	0.3327014
588848900971365024	21.84113	0.3355661
588848900971365040	22.11824	0.3397255
588848900971365055	21.55582	0.3481434
588848900971365087	21.14008	0.3343665
588848900971365091	21.14906	0.3389377
588848900971365103	21.50107	0.3321276
588848900971365117	21.67615	0.3307479
588848900971365118	21.12823	0.3234791
588848900971365125	21.41849	0.3277716
588848900971365155	22.47168	0.3166948
588848900971365158	22.10115	0.3406247
588848900971365160	22.49303	0.3564982
588848900971365167	22.40373	0.3192466
588848900971365215	22.13974	0.3662837
588848900971365220	21.8469	0.3124271
588848900971365228	21.96185	0.3618418
588848900971365243	22.76027	0.3379675
588848900971365255	22.82635	0.3212588
588848900971365272	23.77839	0.3547857
588848900971365294	22.80026	0.3543094
588848900971365297	22.88502	0.3543371
588848900971365320	23.02438	0.3606902
588848900971365321	23.13779	0.3681114
588848900971365326	23.37174	0.3576663
588848900971365352	22.88378	0.3196874
588848900971365356	22.04869	0.3170747
588848900971365361	22.93081	0.337499
588848900971429939	21.90054	0.36657
588848900971429961	21.86531	0.3327138
588848900971429984	16.92737	0.3196902
588848900971430031	18.15918	0.3578499
588848900971430116	19.50119	0.3328139
588848900971430182	22.01832	0.3004874
588848900971430213	22.4628	0.3298837
588848900971430238	25.14847	0.3292153
588848900971430243	20.77361	0.3285406
588848900971430267	21.12753	0.3284756
588848900971430293	22.00991	0.3118883
588848900971430297	21.3149	0.3566371
588848900971430316	22.23875	0.3274054
588848900971430328	20.62049	0.3562779
588848900971430345	20.59486	0.353813
588848900971430347	20.5366	0.3362149
588848900971430356	23.43438	0.3253309
588848900971430360	21.5355	0.3371588
588848900971430374	20.55723	0.3337148
