587729149846946411	21.8012	2.363616	21.51815	-0.04595139	-0.8783301
587729149846946412	21.67208	5.266459	-9999	-0.02575264	-0.2140785
587729149846946413	22.25314	2.274981	-9999	0.1885407	0.2817254
587729149846946415	22.19586	2.363616	3.755123	0.1626346	-0.3446851
587729149846946416	22.03936	1.430577	4.499	-0.1546336	0.01264643
587729149846946417	21.84181	0.5336012	3.516748	-0.070846	0.1807511
587729149846946418	21.48422	2.363616	14.81568	1.93541	0.08174803
587729149846946419	22.20748	1.38071	4.697402	0.1180949	-0.1344771
587729149846946420	21.67175	0.2178972	4.143584	0.03783315	0.01419577
587729149846946422	21.94155	2.363616	3.432386	-0.06515372	-0.3542452
