587729149846946413	151.61564824	-2.64874101	24.46582	2.274981
588848900971299281	145.45683475	0.65745008	20.96209	1.420169
588848900971299317	145.4909632	0.83783288	22.16235	2.363302
588848900971299362	145.52366174	0.65364368	22.99505	2.363302
588848900971299378	145.5370497	0.81968934	22.89168	0.9875989
588848900971299380	145.53887627	0.74943711	22.43864	2.112616
588848900971299442	145.43675878	0.80988013	24.5292	8.205412
588848900971299445	145.44320237	0.68434032	24.14812	-0.6771684
588848900971299457	145.45012326	0.73053137	23.98158	1.57089
588848900971299459	145.45176627	0.7860589	23.31589	1.161654
588848900971299491	145.48839722	0.78773458	23.34747	1.457779
588848900971299511	145.50261696	0.82411132	23.61785	0.8575073
588848900971299514	145.50720581	0.79820293	23.2099	1.22587
588848900971299518	145.50792625	0.69715671	22.78126	2.363302
588848900971299520	145.51029387	0.64923264	24.68353	0.9977453
588848900971299533	145.52160759	0.78778518	23.19629	1.958397
588848900971299563	145.54104331	0.64498687	23.48153	1.193127
588848900971299569	145.5441279	0.63391582	23.00704	1.26317
588848900971299571	145.5459405	0.72937051	23.238	0.6871269
588848900971299601	145.41480544	0.77628213	22.25666	0.5486956
588848900971299606	145.42070942	0.78899461	24.93266	2.034705
588848900971299621	145.43469506	0.75789562	21.66962	2.363302
588848900971299635	145.45406069	0.79098383	23.23904	0.850728
588848900971364375	145.55730038	0.67029195	23.39663	2.346385
588848900971364390	145.57592417	0.68149228	21.97461	2.146687
588848900971364452	145.67701057	0.66111244	23.23387	2.098037
588848900971364475	145.6925479	0.73641819	23.99891	1.741354
588848900971364478	145.68367367	0.74584547	24.66333	2.363534
588848900971364513	145.59352005	0.70950351	19.94815	1.832151
588848900971364601	145.63008326	0.77823683	19.89956	2.322389
588848900971364617	145.6824346	0.75083338	19.95936	2.070997
588848900971364621	145.68771382	0.68503635	21.17876	2.197824
588848900971364659	145.55428758	0.65408701	24.37553	2.363534
588848900971364666	145.59304136	0.73486379	21.66912	1.899776
588848900971364680	145.63159652	0.77226808	21.33609	1.401097
588848900971364693	145.6772481	0.65452901	25.07034	2.363534
588848900971364710	145.55547379	0.63616664	25.42321	2.068504
588848900971364713	145.55696027	0.70811269	22.77662	0.5258107
588848900971364731	145.56949293	0.75238328	20.64655	3.796349
588848900971364745	145.5761918	0.65343331	22.57784	2.363534
588848900971364747	145.57873325	0.7367431	21.11179	2.094277
588848900971364798	145.60204044	0.64133712	23.09233	1.606833
588848900971364799	145.60251599	0.72843892	21.7235	1.419005
