587729149846946419	197	151.62429819	-2.67301661	2188
588848900971299291	198	145.46577741	0.846023	756
588848900971299319	198	145.49269163	0.69317169	756
588848900971299320	198	145.49277193	0.66304852	756
588848900971299322	198	145.49289872	0.6494978	756
588848900971299327	198	145.49702472	0.79009854	756
588848900971299346	198	145.50928732	0.64801668	756
588848900971299351	198	145.51571884	0.8119699	756
588848900971299360	198	145.52324481	0.72468239	756
588848900971299372	198	145.53377422	0.78798522	756
588848900971299412	198	145.40611553	0.62689999	756
588848900971299414	198	145.40772396	0.65007236	756
588848900971299426	198	145.41580871	0.63897407	756
588848900971299435	198	145.42819561	0.66960458	756
588848900971299467	198	145.45958328	0.8300211	756
588848900971299484	198	145.48211917	0.83878072	756
588848900971299501	198	145.4961568	0.80557052	756
588848900971299510	198	145.50244568	0.7219361	756
588848900971299531	198	145.52070698	0.78911291	756
588848900971299532	198	145.52076864	0.73497653	756
588848900971299546	198	145.52841464	0.75677409	756
588848900971299556	198	145.53571363	0.7161012	756
588848900971299562	198	145.54116735	0.76445189	756
588848900971299583	198	145.55306108	0.73069865	756
588848900971299621	198	145.43469506	0.75789562	756
588848900971299622	198	145.43477481	0.84064039	756
588848900971299627	198	145.44647769	0.69347974	756
588848900971299637	198	145.46149352	0.71215542	756
588848900971299688	198	145.54510844	0.73958803	756
588848900971299692	198	145.55361718	0.74080281	756
588848900971299699	198	145.41520315	0.70636721	756
588848900971299718	198	145.52090426	0.82615075	756
588848900971299719	198	145.40891318	0.83395078	756
588848900971299721	198	145.4686822	0.79407172	756
588848900971299729	198	145.41531188	0.83112645	756
588848900971364394	199	145.57337388	0.80214628	756
588848900971364428	199	145.61024264	0.81278566	756
588848900971364457	199	145.68675872	0.74310207	756
588848900971364459	199	145.69823027	0.75151739	756
588848900971364465	199	145.70083302	0.73386461	756
588848900971364492	199	145.56345393	0.79986523	756
588848900971364507	199	145.58055714	0.77315007	756
588848900971364509	199	145.58340973	0.69712119	756
588848900971364522	199	145.60202272	0.7034055	756
588848900971364535	199	145.62541532	0.75267232	756
588848900971364538	199	145.63171478	0.73187424	756
588848900971364558	199	145.65796851	0.74053707	756
588848900971364571	199	145.68217857	0.78324382	756
588848900971364573	199	145.68688092	0.65951005	756
588848900971364575	199	145.68832529	0.76816925	756
588848900971364634	199	145.59823198	0.78293755	756
588848900971364645	199	145.61471071	0.83086147	756
588848900971364650	199	145.6683035	0.71101551	756
588848900971364651	199	145.67574678	0.81306707	756
588848900971364659	199	145.55428758	0.65408701	756
588848900971364669	199	145.60533911	0.65795211	756
588848900971364674	199	145.6159638	0.63176165	756
588848900971364678	199	145.63017549	0.65441822	756
588848900971364691	199	145.66954932	0.65441883	756
588848900971364717	199	145.56025239	0.81549053	756
588848900971364740	199	145.57319734	0.64717493	756
588848900971364755	199	145.58255356	0.82115185	756
588848900971364768	199	145.58970946	0.69942857	756
588848900971364782	199	145.59472985	0.84249734	756
588848900971364786	199	145.59701802	0.80664302	756
588848900971364799	199	145.60251599	0.72843892	756
588848900971364829	199	145.61194339	0.73468132	756
588848900971364840	199	145.61554482	0.64091468	756
588848900971364854	199	145.62325786	0.7364679	756
588848900971364857	199	145.62539121	0.7935197	756
588848900971364873	199	145.63988094	0.81868762	756
588848900971364876	199	145.64315056	0.64914746	756
588848900971364879	199	145.64517845	0.75529306	756
588848900971364885	199	145.6479456	0.83301296	756
588848900971364889	199	145.65026693	0.71593952	756
588848900971364900	199	145.65510946	0.70784493	756
588848900971364904	199	145.65618377	0.65554924	756
588848900971364905	199	145.65638962	0.7457	756
588848900971364929	199	145.66682139	0.81226135	756
588848900971364943	199	145.66968475	0.83668316	756
588848900971364954	199	145.67803133	0.64799538	756
588848900971364964	199	145.68726094	0.78029045	756
588848900971364983	199	145.69876684	0.78926426	756
588848900971364985	199	145.70180408	0.79434235	756
588848900971365003	199	145.55500589	0.76761722	756
588848900971365012	199	145.56162187	0.82774634	756
588848900971365013	199	145.56213939	0.82523851	756
588848900971365014	199	145.56279837	0.83497646	756
588848900971365016	199	145.56280774	0.74197624	756
588848900971365042	199	145.57717646	0.75898217	756
588848900971365043	199	145.57753917	0.74180599	756
588848900971365070	199	145.59748226	0.75875769	756
588848900971365116	199	145.61787297	0.76388718	756
588848900971365120	199	145.62060464	0.75294828	756
588848900971365135	199	145.63486895	0.81648218	756
588848900971365139	199	145.6390738	0.82234121	756
588848900971365150	199	145.64147792	0.67560988	756
588848900971365152	199	145.64289556	0.73491472	756
588848900971365153	199	145.64340514	0.81634071	756
588848900971365162	199	145.64990172	0.77437804	756
