2188	2	197	587729149846946415	1161.181	537.1201	0	0	-9999	-9999	281543964623104	26.32709	23.88405	22.4683	22.45347	21.99719	0.5764312	0.453364	0.1958402	0.2664168	0.677407
2188	2	197	587729149846946417	1186.599	1615.374	0.03370485	0.04186394	0.07417303	0.06123173	281543964623104	22.63978	23.25996	22.16855	21.74849	21.57552	0.4683503	0.2753436	0.1464846	0.143335	0.5018929
2188	2	197	587729149846946421	1231.245	834.3072	0	0	-9999	-9999	281543964623104	23.57804	23.56615	22.55732	22.20212	22.01258	0.9972836	0.3540474	0.2094387	0.2149077	0.6845586
2188	2	197	587729149846946423	1267.029	757.7689	0	0	-9999	-9999	281543964623104	24.75374	23.26762	22.5258	22.19449	21.72898	1.479891	0.2762998	0.2042253	0.2134417	0.5708389
2188	2	197	587729149846946432	1311.081	460.6394	0	0	-9999	-9999	281543964623104	26.59212	23.83243	22.31623	22.66469	23.21694	0.4584637	0.4354689	0.1722998	0.319504	0.8248572
756	5	198	588848900971299285	567.252	1836.911	0.04201976	-0.02864183	0.02525568	0.02036999	281543964623616	23.99783	22.99005	22.45701	22.34397	21.59535	0.7383248	0.1774594	0.1787819	0.2334639	0.3709058
756	5	198	588848900971299288	597.0964	1506.915	-0.008695448	-0.003861499	0.009704018	0.00750042	144115257063768320	25.45089	22.80189	21.56819	20.43658	19.98659	0.6513618	0.151997	0.08124419	0.04584104	0.09567489
756	5	198	588848900971299299	673.9662	766.0336	-0.01168916	-0.03439978	0.01712438	0.0155223	19871001870664	25.44254	23.00861	22.08319	21.84208	23.3559	0.6594602	0.1794366	0.1233067	0.1455443	0.5324302
756	5	198	588848900971299305	807.2589	1734.723	0.01212053	-0.01706231	0.018293	0.01447435	143188035764480	23.22519	22.57295	21.53145	21.15624	21.12659	0.4466573	0.1250371	0.07940184	0.08269359	0.3061023
756	5	198	588848900971299344	1006.691	740.7363	-0.0008774863	0.00146588	0.009286149	0.01240193	68988043520	23.10316	22.37136	21.63052	21.7037	21.2804	0.3051087	0.1049868	0.08296139	0.1280937	0.232734
756	5	198	588848900971299345	1015.885	1204.256	-0.01026339	0.00287687	0.01105662	0.00856388	103347651072	24.50534	22.35641	21.82934	21.54977	21.91697	0.8444555	0.1050215	0.09957255	0.1148846	0.4551527
756	5	198	588848900971299360	1144.992	931.5157	-0.006335427	0.002749792	0.01023459	0.009108472	68988043520	22.91433	22.33163	21.95072	21.78159	21.6268	0.3072035	0.1025902	0.1098412	0.138947	0.3678158
756	5	198	588848900971299366	1202.985	1430.042	0.01895832	-0.01111177	0.0102659	0.00818859	158398662443776	24.75531	22.62129	21.32084	20.00882	19.26329	0.8374138	0.1318367	0.06536251	0.03333381	0.06910264
756	5	198	588848900971299411	67.79753	1283.218	-0.04353283	-0.03162348	0.01717942	0.01999401	268436224	25.09447	23.80362	22.0581	21.17136	20.12953	0.7885414	0.3442255	0.12293	0.08512934	0.1072598
756	5	198	588848900971299426	168.2165	152.4991	-0.01162867	0.004022443	0.01808429	0.02180635	68987912960	25.15284	23.95812	21.91628	21.29823	20.75252	0.7842277	0.3762673	0.1060809	0.08795942	0.1738482
756	5	198	588848900971299427	176.2603	427.3683	-0.1745707	0.08938988	0.06972028	0.05600907	281640601387264	23.82153	24.68467	22.68464	21.57889	21.4091	0.6826552	0.5635875	0.2064352	0.1144055	0.3024232
756	5	198	588848900971299435	280.7759	430.862	0.08588908	-0.2746694	0.1182165	0.1179543	281709320995072	23.40662	24.29841	22.54188	22.15614	22.00982	0.8815779	0.4722036	0.182757	0.1888475	0.4584451
756	5	198	588848900971299442	358.1175	1705.949	-0.04417488	0.07420895	0.04973716	0.0597479	439873639153920	24.98226	24.51567	22.23151	21.49377	20.51962	0.8138807	0.5359138	0.1453311	0.1116661	0.2682613
756	5	198	588848900971299456	475.1098	1907.326	0.01794516	0.03969466	0.04916611	0.04528282	281543964623104	23.77627	23.6342	22.01841	21.51117	20.88598	0.6564675	0.3018072	0.1226607	0.1131053	0.2090574
756	5	198	588848900971299458	495.2591	1214.304	0.01528829	-0.001527476	0.02184606	0.01734958	68987912448	24.72514	24.02529	21.95573	20.84592	20.30366	0.8557951	0.4050303	0.1120039	0.06358777	0.125251
756	5	198	588848900971299463	550.9624	881.1557	0.009138514	-0.009292306	0.05023672	0.05914923	281543964754176	23.96944	24.21296	22.54079	21.94242	21.49966	0.7312713	0.4286194	0.1848652	0.1606687	0.3341385
756	5	198	588848900971299467	565.5974	1888.928	-0.04796708	-0.1290077	0.1407015	0.09285115	281543964623104	23.86932	24.37331	22.51906	21.85694	21.80548	0.6910137	0.4995608	0.1895426	0.1527586	0.4303807
756	5	198	588848900971299468	567.1486	925.9313	-0.007608683	0.05483918	0.100209	0.07372601	281543964754176	24.99944	23.62019	22.27385	22.11039	22.24525	0.8115939	0.2984512	0.1469152	0.1865811	0.5325769
756	5	198	588848900971299482	766.2587	356.7962	0	0	-9999	-9999	281543964623104	24.81689	23.81976	22.64935	22.82987	22.16823	0.8416432	0.3423916	0.2002175	0.3282567	0.4961532
756	5	198	588848900971299503	914.5516	1029.562	-9999	-9999	-9999	-9999	439804919677184	25.30182	25.63891	22.65316	24.05158	22.68362	0.7006372	0.5451737	0.3402011	0.7059453	0.6050981
756	5	198	588848900971299516	1004.069	1794.97	0.0009066551	0.0008426289	0.009485216	0.01017203	70437732090128	24.51905	23.33628	21.95372	20.7001	19.84693	0.8468803	0.2383969	0.1151719	0.05649259	0.08579872
756	5	198	588848900971299519	1008.953	354.6674	0.03328394	-0.04298097	0.05457475	0.05359388	281543964623104	24.41608	23.64895	22.39831	21.92603	21.35842	0.8346719	0.3005462	0.1597375	0.1517212	0.288768
