24.46582	2188	40	2	197	587729149846946413	23.03209	22.25314	21.88347	21.01253
23.69534	2188	40	2	197	587729149846946415	26.69439	22.19586	22.21873	21.55124
22.56668	756	44	5	198	588848900971299286	23.54765	21.82518	21.36222	20.92632
22.17033	756	44	5	198	588848900971299308	25.00475	21.85803	21.77179	20.76063
22.06655	756	44	5	198	588848900971299313	23.44334	20.74257	20.25755	19.84444
21.8112	756	44	5	198	588848900971299314	26.01395	20.34277	19.59262	19.27628
22.87169	756	44	5	198	588848900971299321	23.80912	22.86767	22.89197	21.70979
22.15381	756	44	5	198	588848900971299344	22.91566	21.41962	21.41623	20.97765
23.00308	756	44	5	198	588848900971299359	25.39848	21.62613	21.17581	20.61108
21.43119	756	44	5	198	588848900971299377	22.52655	20.20559	19.72333	19.29918
22.29826	756	44	5	198	588848900971299386	22.84523	21.40981	21.08878	20.54241
23.80864	756	44	5	198	588848900971299429	23.67902	22.45864	21.86776	22.05835
23.19495	756	44	5	198	588848900971299433	24.41076	22.0992	21.30115	20.71523
22.61423	756	44	5	198	588848900971299447	22.69899	21.27437	20.56857	19.98473
23.53896	756	44	5	198	588848900971299472	24.42138	21.93285	21.9669	20.92374
23.3251	756	44	5	198	588848900971299477	24.15719	22.51668	22.01244	22.52998
23.15425	756	44	5	198	588848900971299487	25.30762	21.49183	21.1665	21.41977
23.34747	756	44	5	198	588848900971299491	23.84792	21.74711	21.33248	21.15536
23.33305	756	44	5	198	588848900971299500	25.34508	22.17088	22.08893	22.30173
23.8718	756	44	5	198	588848900971299523	26.3645	21.72996	20.43219	19.57593
23.08948	756	44	5	198	588848900971299540	24.86764	21.97354	22.33754	24.207
22.63156	756	44	5	198	588848900971299545	23.78025	21.43512	21.1114	20.29651
22.60443	756	44	5	198	588848900971299561	26.22233	21.88263	21.94792	22.44409
23.07082	756	44	5	198	588848900971299566	24.61051	22.10776	21.80989	23.80116
23.35395	756	44	5	198	588848900971299600	23.73249	22.57482	21.676	21.99016
21.66962	756	44	5	198	588848900971299621	27.66685	22.06435	19.58289	24.81353
23.74744	756	44	5	198	588848900971299670	25.14248	22.94181	21.65601	20.52878
23.13567	756	44	5	198	588848900971299679	22.7124	22.47221	21.73483	21.38024
23.56472	756	44	5	199	588848900971364359	23.13158	23.68229	21.0857	23.8866
23.42711	756	44	5	199	588848900971364470	25.97525	22.07155	21.31724	21.51217
24.75656	756	44	5	199	588848900971364473	24.71985	23.16073	21.67822	22.68759
23.63928	756	44	5	199	588848900971364555	25.32753	22.258	21.60331	21.7165
23.19247	756	44	5	199	588848900971364565	23.43528	22.52026	21.19429	20.55285
20.97425	756	44	5	199	588848900971364615	22.9853	19.65038	19.07325	18.67849
21.83542	756	44	5	199	588848900971364675	22.6972	20.74468	20.21415	19.90285
21.13051	756	44	5	199	588848900971364681	26.1076	20.43662	20.84606	19.95029
25.42321	756	44	5	199	588848900971364710	24.22689	23.45179	21.23908	20.19098
21.76286	756	44	5	199	588848900971364719	24.1096	19.7774	19.02913	18.4875
22.89361	756	44	5	199	588848900971364760	25.63545	21.79544	21.15656	20.93092
21.85707	756	44	5	199	588848900971364764	23.40663	21.33356	21.14246	21.03635
22.25135	756	44	5	199	588848900971364770	22.60309	21.3194	20.91175	20.21236
21.96492	756	44	5	199	588848900971364776	24.25215	21.02869	20.49054	20.01445
22.33887	756	44	5	199	588848900971364778	23.80755	21.32473	21.00634	21.04259
22.33344	756	44	5	199	588848900971364793	23.34949	20.35531	19.70042	19.33661
21.48327	756	44	5	199	588848900971364818	23.57002	21.05796	20.88967	20.6524
21.33351	756	44	5	199	588848900971364833	23.72239	20.09908	19.57601	19.2382
22.8119	756	44	5	199	588848900971364855	23.99903	22.00612	21.67635	20.68668
21.34185	756	44	5	199	588848900971364936	22.95569	27.04825	25.56727	25.15039
22.52704	756	44	5	199	588848900971364949	23.39276	21.20781	20.68718	19.96924
22.6876	756	44	5	199	588848900971364950	23.11497	22.48852	21.41743	20.82649
22.88147	756	44	5	199	588848900971364970	23.88206	22.85309	22.11695	21.32974
23.70411	756	44	5	199	588848900971365021	25.6063	22.19938	21.55668	21.06258
23.15207	756	44	5	199	588848900971365027	24.50828	21.67614	20.6792	19.81611
24.81679	756	44	5	199	588848900971365031	26.2773	22.29677	21.55009	20.51386
23.89421	756	44	5	199	588848900971365040	24.35049	22.11824	21.78777	20.86027
23.03242	756	44	5	199	588848900971365079	25.6545	21.21252	20.7654	20.15345
22.22048	756	44	5	199	588848900971365087	21.99361	21.14008	20.67013	20.02658
22.7403	756	44	5	199	588848900971365091	23.76336	21.14906	20.09591	19.42648
23.10554	756	44	5	199	588848900971365117	22.89982	21.67615	21.40736	20.79533
23.19275	756	44	5	199	588848900971365149	22.95249	22.19975	21.58857	22.25229
26.43282	756	44	5	199	588848900971365152	22.86415	21.76084	25.59162	22.33865
23.28251	756	44	5	199	588848900971365171	23.65381	21.38134	20.80188	19.93998
24.79306	756	44	5	199	588848900971365175	25.37298	22.24547	22.10027	21.28465
23.6501	756	44	5	199	588848900971365198	25.6072	21.89825	21.44128	20.86822
23.29703	756	44	5	199	588848900971365247	23.63625	23.17778	21.84893	20.83558
25.40347	756	44	5	199	588848900971365257	23.69102	22.9247	21.73727	20.6048
24.55111	756	44	5	199	588848900971365261	24.51121	23.02645	21.87268	21.63214
23.44015	756	44	5	199	588848900971365287	25.56727	22.38472	21.1016	20.01703
23.57087	756	44	5	199	588848900971365310	23.82724	22.91512	21.8437	21.11496
22.38798	756	44	5	199	588848900971365353	25.64065	23.65633	21.80766	22.65071
23.62812	756	44	5	199	588848900971365360	24.68727	22.38768	23.12506	21.69796
23.02243	756	44	5	200	588848900971429903	24.16109	21.7852	21.58344	23.22092
22.26833	756	44	5	200	588848900971429910	21.97907	21.81038	19.85147	20.80739
21.70164	756	44	5	200	588848900971429937	22.10567	21.70257	21.66976	22.41681
22.58577	756	44	5	200	588848900971429947	24.8996	21.24585	20.76857	20.48493
22.93837	756	44	5	200	588848900971429952	23.87184	22.0509	22.73282	21.15773
22.72453	756	44	5	200	588848900971429987	24.84254	21.87095	21.06481	20.18256
23.44226	756	44	5	200	588848900971430052	24.25775	22.29695	20.73598	20.31095
16.96462	756	44	5	200	588848900971430099	18.81183	16.05597	15.59025	15.24195
20.8649	756	44	5	200	588848900971430121	23.16844	19.66813	19.17801	18.83347
22.89885	756	44	5	200	588848900971430129	24.30629	21.74133	21.36786	20.43628
19.48996	756	44	5	200	588848900971430142	21.20666	18.35586	17.78272	17.35508
23.75576	756	44	5	200	588848900971430157	25.57	21.86436	21.54502	20.64177
20.83611	756	44	5	200	588848900971430170	22.86674	19.38135	18.77067	18.41655
23.50092	756	44	5	200	588848900971430222	21.29415	26.08333	25.08844	21.22113
23.22299	756	44	5	200	588848900971430244	24.13465	22.04587	21.84813	21.56096
22.59637	756	44	5	200	588848900971430261	24.15376	21.78782	21.77617	21.31662
21.961	756	44	5	200	588848900971430267	22.22866	21.12753	20.96999	20.49459
22.93688	756	44	5	200	588848900971430286	23.70856	22.24906	22.44047	23.38099
22.59894	756	44	5	200	588848900971430300	25.02775	21.82042	21.38331	21.26712
22.25556	756	44	5	200	588848900971430317	22.61257	21.98373	21.89242	22.31034
22.39263	756	44	5	200	588848900971430332	21.94195	21.18481	20.81719	20.82438
20.94427	756	44	5	200	588848900971430333	21.82758	19.90732	19.51367	19.12812
22.58157	756	44	5	200	588848900971430362	23.94761	21.13961	20.50822	20.05454
22.58177	756	44	5	200	588848900971430397	24.42685	22.85735	22.55534	22.43486
21.8541	756	44	5	200	588848900971430454	22.14412	20.71503	20.54638	20.15886
21.96713	756	44	5	200	588848900971430456	24.08108	20.70425	19.93349	19.66038
21.77248	756	44	5	200	588848900971430483	22.27551	21.2109	21.18425	21.24272
23.76009	756	44	5	200	588848900971430518	24.27119	21.9939	21.6453	21.37852
23.294	756	44	5	200	588848900971430532	23.35333	22.37843	21.79022	21.39156
22.78795	756	44	5	200	588848900971430557	26.69591	21.83154	22.87918	22.99531
23.18629	756	44	5	200	588848900971430568	23.85146	22.20978	21.34193	20.8353
22.35281	756	44	5	200	588848900971430605	23.51242	21.1243	20.99891	20.92078
24.40149	756	44	5	200	588848900971430612	24.49847	22.02591	21.08516	20.65921
23.0883	756	44	5	200	588848900971430614	24.41558	21.9538	22.02317	22.01644
23.33778	756	44	5	200	588848900971430620	24.07358	21.9597	21.87355	21.54573
23.22904	756	44	5	200	588848900971430640	24.73599	22.17177	21.7778	22.4407
23.07525	756	44	5	200	588848900971430672	22.27635	21.40174	21.14882	20.68039
23.53632	756	44	5	200	588848900971430697	23.2082	22.10896	21.48826	21.28806
25.22016	756	44	5	200	588848900971430710	24.66247	23.85166	23.62311	19.55391
24.91395	756	44	5	200	588848900971430719	25.53713	22.34396	25.39584	23.35212
25.56368	756	44	5	200	588848900971430762	24.0576	23.72097	22.04787	20.69116
24.11754	756	44	5	200	588848900971430776	23.72245	23.08091	21.66203	23.52319
25.48178	756	44	5	200	588848900971430791	25.80174	23.21556	21.97969	21.11862
24.22958	756	44	5	200	588848900971430811	24.52221	22.76107	21.87052	21.2035
23.26365	756	44	5	200	588848900971430823	24.82843	22.76851	22.13951	21.68341
22.37051	756	44	5	200	588848900971430885	24.14004	22.39688	22.03203	20.83905
22.89624	756	44	5	200	588848900971430900	23.35017	22.71103	21.45734	21.48517
20.20725	756	44	5	200	588848900971430906	20.22688	21.51677	22.52166	21.28918
21.20252	756	44	5	201	588848900971495442	22.3925	19.93967	19.40369	18.96847
22.01213	756	44	5	201	588848900971495487	22.88904	21.04037	20.71514	20.45124
23.41573	756	44	5	201	588848900971495494	23.51055	22.20451	20.67584	19.85531
24.21218	756	44	5	201	588848900971495496	24.49331	22.1922	21.57814	21.8065
19.88202	756	44	5	201	588848900971495598	21.99035	18.76568	18.2892	17.92441
18.93478	756	44	5	201	588848900971495601	20.84011	17.69854	17.2097	16.7659
22.20254	756	44	5	201	588848900971495602	24.61292	21.61405	21.20999	21.14403
23.73676	756	44	5	201	588848900971495603	26.00399	24.43742	21.85074	21.51302
23.1859	756	44	5	201	588848900971495604	24.10706	22.43578	22.71216	23.76896
22.84307	756	44	5	201	588848900971495636	23.85715	22.25053	22.0815	21.62329
23.29889	756	44	5	201	588848900971495641	26.00695	22.42243	21.8995	21.90171
19.13508	756	44	5	201	588848900971495696	20.72932	18.31876	17.91523	17.6606
23.69711	756	44	5	201	588848900971495758	21.64841	23.66628	23.74569	23.60895
21.17138	756	44	5	201	588848900971495807	22.03092	20.68439	20.48652	20.63832
