587729149846946423	22.42489	-0.06552943	-9999	0.003117197	-5.288289E-05
588848900971299284	20.98888	2.747222	5.706317	-0.04676843	-0.2455889
588848900971299290	21.19057	0.9333423	5.226668	-0.05054829	-0.0777215
588848900971299300	21.16771	1.412679	4.451758	-0.04645927	0.0584022
588848900971299310	20.71432	1.333628	6.291235	0.03605139	0.04993164
588848900971299313	20.74257	1.424625	4.868807	-0.07589188	-0.009675519
588848900971299321	22.86767	0.08476958	-9999	-1.129911	-0.3718712
588848900971299326	21.08849	1.316704	5.647431	0.1219601	-0.189977
588848900971299353	21.39329	2.018493	4.214863	-0.2222404	0.1665443
588848900971299364	22.07839	0.7433392	3.301947	0.0866735	0.02180098
