587729149846946415	22.19586	2.363616	3.755123	0.1626346	-0.3446851
587729149846946418	21.48422	2.363616	14.81568	1.93541	0.08174803
587729149846946420	21.67175	0.2178972	4.143584	0.03783315	0.01419577
588848900971299300	21.16771	1.412679	4.451758	-0.04645927	0.0584022
588848900971299301	21.04421	0.8216865	4.894411	-0.09423522	-0.0575157
588848900971299310	20.71432	1.333628	6.291235	0.03605139	0.04993164
588848900971299321	22.86767	0.08476958	-9999	-1.129911	-0.3718712
588848900971299332	19.55695	2.475254	9.140059	0.04437583	-0.118501
588848900971299364	22.07839	0.7433392	3.301947	0.0866735	0.02180098
588848900971299370	21.71674	2.363302	5.038977	-0.04485764	-0.01416757
