75094093109133312	2
75094093218185216	2
75094093260128256	2
75094093272711168	2
75094093289488384	2
75094093364985856	2
75094093398540288	2
75094093415317504	2
75094093423706112	2
75094093444677632	2
75094093536952320	2
75094093541146624	2
75094093570506752	2
75094093620838400	2
75094093633421312	2
75094093742473216	2
75094093746667520	2
75094093750861824	1
75094093763444736	3
75094093855719424	2
75094094040268800	2
75094094136737792	2
75094094174486528	2
75094094182875136	2
75094094233206784	2
75094094279344128	3
75094094497447936	1
75094094526808064	2
75094094560362496	3
75094094640054272	2
75094094744911872	2
75094094942044160	1
75094095013347328	2
75094095076261888	2
75094095080456192	2
75094095114010624	2
75094095210479616	2
75094095281782784	6
75094095290171392	2
75094095323725824	2
75094095365668864	2
75094095432777728	2
75094095457943552	2
75094095478915072	2
75094095621521408	2
75094095634104320	2
75375473516871680	2
75375473563009024	2
75375473672060928	2
75375473684643840	2
75375473734975488	2
75375473927913472	2
75375474003410944	2
75375474032771072	2
75375474095685632	2
75375474099879936	2
75375474125045760	2
75375474150211584	2
75375474255069184	3
75375474280235008	2
75375474364121088	1
75375474380898304	1
75375474406064128	3
75375474481561600	2
75375474888409088	2
75375474930352128	2
75375474938740736	0
75375474968100864	2
75375475051986944	2
75375475131678720	2
75375475186204672	2
75375475223953408	1
75375475253313536	2
75375475265896448	2
75375475421085696	2
75375475446251520	2
75375475609829376	2
75375475689521152	2
75375475697909760	2
75375475710492672	2
75375475718881280	2
75375475752435712	2
75375475760824320	2
75375475832127488	2
75375475861487616	2
75375475865681920	2
75375475886653440	2
75375475911819264	2
75375476104757248	2
75375476108951552	2
75375476134117376	2
75657055838404608	1
75657055884541952	2
75657055913902080	2
75657055960039424	2
75657055997788160	1
75657056027148288	2
75657056031342592	2
75657056048119808	2
75657056069091328	2
