75094093155270656	2
75094093226573824	2
75094093260128256	2
75094093352402944	3
75094093570506752	2
75094093604061184	2
75094093625032704	2
75094093646004224	2
75094093666975744	2
75094093746667520	2
75094093759250432	2
75094093838942208	3
75094093935411200	2
75094094031880192	2
75094094128349184	2
75094094166097920	2
75094094237401088	2
75094094249984000	2
75094094279344128	3
75094094396784640	2
75094094400978944	2
75094094426144768	2
75094094451310592	2
75094094484865024	2
75094094543585280	2
75094094585528320	2
75094094690385920	2
75094094744911872	2
75094094858158080	2
75094094866546688	2
75094094887518208	2
75094094916878336	2
75094094975598592	2
75094095051096064	1
75094095084650496	2
75094095365668864	2
75094095424389120	2
75094095478915072	2
75094095554412544	4
75094095638298624	2
75094095642492928	2
75375473495900160	6
75375473516871680	2
75375473596563456	2
75375473609146368	2
75375473613340672	2
75375473621729280	2
75375473814667264	2
75375473823055872	2
75375473885970432	2
75375474066325504	2
75375474095685632	2
75375474120851456	2
75375474150211584	2
75375474225709056	2
75375474238291968	2
75375474276040704	2
75375474364121088	1
75375474380898304	1
75375474389286912	2
75375474477367296	2
75375474489950208	2
75375474573836288	2
75375474741608448	2
75375474754191360	2
75375474779357184	2
75375474896797696	2
75375474917769216	3
75375474938740736	0
75375475085541376	2
75375475098124288	2
75375475110707200	2
75375475190398976	2
75375475194593280	2
75375475274285056	2
75375475299450880	2
75375475563692032	2
75375475605635072	2
75375475630800896	2
75375475697909760	2
75375475798573056	2
75375475802767360	2
75375475861487616	2
75375475903430656	2
75375475911819264	2
75375475916013568	2
75375476071202816	2
75375476079591424	2
75375476125728768	2
75375476138311680	2
75657055821627392	2
75657055859376128	2
75657055876153344	1
75657055926484992	2
75657055943262208	2
75657055997788160	1
75657056098451456	1
75657056249446400	2
75657056274612224	2
75657056438190080	2
75657056543047680	2
75657056601767936	2
75657056635322368	2
75657056643710976	2
75657056664682496	2
75657056677265408	3
75657056777928704	2
75657056874397696	2
75657056886980608	2
75657057029586944	2
75657057109278720	2
75657057218330624	2
75657057344159744	2
75657057440628736	2
75657057591623680	2
75657057616789504	2
75657057742618624	2
75657057746812928	2
75657057771978752	2
75657057813921792	2
75657057826504704	2
75657057935556608	2
75657057969111040	2
75657058048802816	2
75657058086551552	2
75657058090745856	2
75657058111717376	2
75657058124300288	1
75657058128494592	2
75657058208186368	2
75657058258518016	2
75657058275295232	3
75657058279489536	2
75657058354987008	2
75657058396930048	2
75657058447261696	0
75657058476621824	2
75939720600748032	2
75939720743354368	2
75939720785297408	2
75939720789491712	2
75939720797880320	2
75939720877572096	2
75939721099870208	2
75939721137618944	2
75939721158590464	2
75939721200533504	2
75939721213116416	2
75939721234087936	2
75939721246670848	2
75939721271836672	2
75939721464774656	2
75939721624158208	2
75939721691267072	0
75939721796124672	2
75939721800318976	1
75939721804513280	2
75939721909370880	6
75939721947119616	2
75939721955508224	2
75939721997451264	2
75939722031005696	2
75939722064560128	2
75939722077143040	3
75939722303635456	2
75939722488184832	2
75939722496573440	2
75939722504962048	2
75939722542710784	2
75939722559488000	2
75939722626596864	2
75939722655956992	2
75939722664345600	2
75939722739843072	1
75939722790174720	2
75939722798563328	2
75939722806951936	2
75939722999889920	2
75939723054415872	2
76221191236354048	2
76221191299268608	2
76221191316045824	2
76221191320240128	2
76221191324434432	2
76221191337017344	2
76221191357988864	2
76221191454457856	2
76221191479623680	2
76221191576092672	2
76221191605452800	2
76221191626424320	2
76221191639007232	2
76221191752253440	2
76221191802585088	2
76221191827750912	2
76221191836139520	2
76221191899054080	1
76221191928414208	1
76221192003911680	2
76221192066826240	2
76221192100380672	2
76221192133935104	2
76221192138129408	3
76221192159100928	2
76221192175878144	2
76221192196849664	2
76221192251375616	2
76221192289124352	2
76221192318484480	2
76221192473673728	6
76221192482062336	2
76221192486256640	2
76221192574337024	2
76221192658223104	1
76221192750497792	2
76221192771469312	2
76221192784052224	2
76221192809218048	2
76221192813412352	2
76221192893104128	2
76221192922464256	2
76221192943435776	2
76221192947630080	1
76221192989573120	2
76221192993767424	2
76221193010544640	2
76221193065070592	2
76221193132179456	1
76221193169928192	2
76221193207676928	2
76221193312534528	2
76221193446752256	3
76221193463529472	2
76221193593552896	3
76221193597747200	2
76221193606135808	2
76221193627107328	2
76221193648078848	2
76221193832628224	2
76502554493583360	2
76502554510360576	3
76502554527137792	2
76502554577469440	2
76502554665549824	2
76502554795573248	2
76502554837516288	2
76502554871070720	2
76502554896236544	2
76502554950762496	2
76502554954956800	2
76502554967539712	2
76502554980122624	2
76502555047231488	3
76502555059814400	2
76502555072397312	3
76502555273723904	2
76502555395358720	2
76502555441496064	2
76502555466661888	2
76502555483439104	2
76502555563130880	2
76502555613462528	2
76502555781234688	2
76502555793817600	2
76502555798011904	2
76502555802206208	2
76502555911258112	2
76502555919646720	2
76502555978366976	2
76502555995144192	2
76502556125167616	3
76502556204859392	2
76502556246802432	2
76502556305522688	2
76502556343271424	2
76502556381020160	2
76502556422963200	2
76502556435546112	2
76502556443934720	2
76502556490072064	2
76502556552986624	1
76502556590735360	2
76502556720758784	2
76502556796256256	3
76502556838199296	2
76502556854976512	2
76502556863365120	3
76502556972417024	2
76502557026942976	2
76502557047914496	2
76502557152772096	2
76784278637117440	2
76784278649700352	3
76784278666477568	2
76784278674866176	2
76784278754557952	2
76784278867804160	2
76784278871998464	2
76784278876192768	1
76784278897164288	2
