2188	2	40	197	587729149846946428	24.60177	23.23802	21.90563	21.30927	20.81629	151.63263451	-2.61203165
756	5	44	198	588848900971299282	23.11706	22.88743	21.372	20.80438	20.24283	145.45699076	0.7262979
756	5	44	198	588848900971299286	23.54765	22.56668	21.82518	21.36222	20.92632	145.46026308	0.71590493
756	5	44	198	588848900971299297	22.72431	21.57746	19.93474	19.27024	18.77873	145.46972431	0.65142129
756	5	44	198	588848900971299318	24.0182	22.6754	21.8848	22.13977	21.10087	145.49148089	0.81142239
756	5	44	198	588848900971299336	22.21518	21.03337	20.39481	20.07448	19.93913	145.50273895	0.67556376
756	5	44	198	588848900971299373	23.63534	22.66362	21.42517	20.73208	20.1628	145.53478949	0.73901719
756	5	44	198	588848900971299380	23.37186	22.43864	21.26264	20.71757	20.09599	145.53887627	0.74943711
756	5	44	198	588848900971299381	26.52483	22.68204	21.51409	20.94781	20.53667	145.539437	0.65544603
756	5	44	198	588848900971299387	22.54039	21.64163	20.54163	20.219	19.76741	145.54922361	0.66317347
756	5	44	198	588848900971299415	23.22724	23.17939	21.25282	20.44345	19.97673	145.40903724	0.69057471
756	5	44	198	588848900971299439	24.3733	23.12918	22.26264	22.19874	21.44239	145.43448561	0.83551212
756	5	44	198	588848900971299457	22.90536	23.98158	21.3965	20.62963	20.24568	145.45012326	0.73053137
756	5	44	198	588848900971299464	24.58424	24.42814	22.03489	21.46903	20.82909	145.45916283	0.71168301
756	5	44	198	588848900971299465	23.41209	22.86432	21.94142	21.06899	20.87578	145.45903057	0.73754633
756	5	44	198	588848900971299473	23.90391	23.13527	21.65048	21.32339	20.9575	145.4635014	0.66926472
756	5	44	198	588848900971299497	25.67846	23.76615	23.00797	21.97245	21.57972	145.49284917	0.76606983
756	5	44	198	588848900971299520	24.62503	24.68353	22.55071	21.63859	20.79974	145.51029387	0.64923264
756	5	44	198	588848900971299527	25.41548	25.52824	22.41471	25.01995	22.10465	145.51667078	0.75301258
756	5	44	198	588848900971299529	23.97785	22.55872	20.70843	20.06079	19.38244	145.51822309	0.76861513
756	5	44	198	588848900971299550	24.66139	24.15052	22.46281	22.74343	23.00653	145.53051891	0.70641412
756	5	44	198	588848900971299557	23.45524	22.8105	21.16215	19.77604	18.98633	145.53742014	0.6896633
756	5	44	198	588848900971299560	23.84016	23.63402	22.27921	21.4117	21.01402	145.53923035	0.6636421
756	5	44	198	588848900971299569	24.15682	23.00704	21.57583	21.55968	22.25219	145.5441279	0.63391582
756	5	44	198	588848900971299576	24.40707	23.13462	22.09579	22.17856	21.75282	145.54996873	0.77054885
756	5	44	198	588848900971299582	23.98465	24.21091	21.97489	21.62282	20.8262	145.55288502	0.81034794
756	5	44	198	588848900971299583	24.68461	24.03707	22.29648	21.86555	20.97562	145.55306108	0.73069865
756	5	44	198	588848900971299646	23.05705	23.6121	23.23626	21.82742	22.66916	145.47416113	0.78370125
756	5	44	198	588848900971299680	24.57616	23.29006	23.1687	21.60308	20.86428	145.53201631	0.81672704
756	5	44	198	588848900971299711	25.84078	25.30736	25.72158	24.9798	20.93492	145.52471138	0.70630913
756	5	44	198	588848900971299722	26.01309	27.23466	22.49527	21.04229	22.40114	145.47523511	0.80788952
756	5	44	198	588848900971299724	24.09638	24.24121	23.37892	21.91017	21.68969	145.49500274	0.83435398
756	5	44	199	588848900971364376	25.72916	23.85087	23.43077	21.3915	22.93071	145.5574712	0.6850653
756	5	44	199	588848900971364455	15.9694	15.32526	15.96783	14.90515	13.76222	145.68717199	0.74308592
756	5	44	199	588848900971364471	25.99101	22.01625	22.21365	22.51633	21.30461	145.70100418	0.74263329
756	5	44	199	588848900971364474	24.66568	23.93704	23.82873	21.61032	21.61778	145.69602893	0.73512014
756	5	44	199	588848900971364500	25.53976	24.01094	22.30289	21.78634	21.24389	145.56330774	0.65310264
756	5	44	199	588848900971364528	21.55195	25.3925	26.28249	25.56054	23.5105	145.60520945	0.65441784
756	5	44	199	588848900971364547	21.21144	20.13695	19.78087	19.60742	19.45822	145.64332334	0.82959214
756	5	44	199	588848900971364562	23.36037	20.0675	18.5996	17.9896	17.60706	145.6715174	0.64278903
756	5	44	199	588848900971364592	24.76126	21.54442	20.16847	19.44755	19.05587	145.56324531	0.6578387
756	5	44	199	588848900971364595	21.73252	20.77204	19.29259	18.77561	18.56436	145.58876256	0.7776066
756	5	44	199	588848900971364599	24.60263	21.29334	19.64051	18.82417	18.33876	145.61229518	0.82405358
756	5	44	199	588848900971364602	25.53094	21.7043	20.14297	19.13691	18.52161	145.63408778	0.76490113
756	5	44	199	588848900971364604	24.39676	21.26252	19.65806	18.7058	18.19987	145.63566037	0.65482731
756	5	44	199	588848900971364615	22.9853	20.97425	19.65038	19.07325	18.67849	145.6777353	0.79690604
756	5	44	199	588848900971364650	24.32532	22.35096	20.63221	19.50741	18.87055	145.6683035	0.71101551
756	5	44	199	588848900971364671	22.46199	26.11435	25.08984	25.745	22.6021	145.60872898	0.65787475
756	5	44	199	588848900971364685	23.69685	23.22372	22.37908	22.12085	21.7994	145.65368436	0.72607668
756	5	44	199	588848900971364686	21.72107	24.819	23.49846	23.94971	21.92512	145.65664353	0.65425367
756	5	44	199	588848900971364710	24.22689	25.42321	23.45179	21.23908	20.19098	145.55547379	0.63616664
756	5	44	199	588848900971364717	23.69079	23.01864	22.00236	21.47051	21.63566	145.56025239	0.81549053
756	5	44	199	588848900971364726	24.49763	22.81996	22.53894	22.75758	21.46194	145.56453598	0.77552277
756	5	44	199	588848900971364747	22.36037	21.11179	20.23111	19.82881	19.29896	145.57873325	0.7367431
756	5	44	199	588848900971364762	23.21094	22.77978	22.18319	22.40098	21.97596	145.58794136	0.68480458
756	5	44	199	588848900971364778	23.80755	22.33887	21.32473	21.00634	21.04259	145.59318416	0.71596924
756	5	44	199	588848900971364803	22.85551	21.69096	20.7553	20.43848	20.26153	145.60286064	0.83566328
756	5	44	199	588848900971364828	22.63358	22.80817	22.05921	22.0379	21.02651	145.61271588	0.73414522
756	5	44	199	588848900971364829	23.74497	24.39001	23.27873	21.82806	22.37378	145.61194339	0.73468132
756	5	44	199	588848900971364845	23.22034	22.24995	21.68936	21.64226	20.82209	145.61780239	0.75902838
756	5	44	199	588848900971364858	22.32064	22.56302	21.99502	21.39859	20.65272	145.62657494	0.68031604
756	5	44	199	588848900971364861	21.93954	21.05085	20.15177	19.69034	19.61094	145.62863369	0.83437987
756	5	44	199	588848900971364867	22.92936	22.6154	22.04739	21.873	21.962	145.63547273	0.77035058
756	5	44	199	588848900971364924	24.02251	22.35764	20.9199	20.23111	19.65154	145.66345019	0.650246
756	5	44	199	588848900971364926	22.98212	22.67068	22.08963	21.77631	21.52433	145.6649108	0.83679898
756	5	44	199	588848900971364966	22.66077	21.29793	20.28884	19.88469	19.59367	145.68879971	0.74933285
756	5	44	199	588848900971364967	22.42592	22.55214	22.2133	21.9595	21.6266	145.68895093	0.64140352
756	5	44	199	588848900971364971	23.70205	22.15289	21.06758	20.73717	20.26433	145.6914664	0.75940255
756	5	44	199	588848900971364972	25.85351	22.85364	21.8954	20.5196	19.72179	145.69166609	0.80477486
