588848900971299301	21.04421	0.8216865	4.894411	-0.09423522	-0.0575157
588848900971299306	22.94662	-0.3393982	-9999	0.1743004	0.07961669
588848900971299342	20.50923	2.293021	7.966216	0.1212286	-0.1621905
588848900971299353	21.39329	2.018493	4.214863	-0.2222404	0.1665443
588848900971299386	21.40981	2.001664	5.113713	-0.1780402	-0.2954448
588848900971299411	21.29708	1.947297	4.188925	0.08438405	0.1505751
588848900971299435	20.63923	8.205412	4.060781	0.05287465	0.09464929
588848900971299487	21.49183	1.705991	6.843859	0.2070837	-0.206801
588848900971299504	22.20247	1.247378	3.119126	-0.02725049	0.06750958
588848900971299507	21.65183	0.8545554	3.82298	0.01376144	-0.09403697
588848900971299518	21.57048	2.363302	-9999	0.2309112	0.01898983
588848900971299573	21.49572	1.2234	4.18241	0.0005615394	0.05564138
588848900971299579	21.40789	1.315947	4.764098	-0.04183996	0.001313556
588848900971299580	22.06417	1.07968	-9999	-0.02781959	-0.0542445
588848900971299638	23.5076	0.2493445	-9999	0.5948871	-0.5906786
588848900971299719	22.67636	2.199324	-9999	1.487533	2.554839
588848900971299720	22.41352	1.020455	-9999	-0.4552319	0.1414234
588848900971364373	21.58336	2.363534	5.22387	-0.0918032	-0.07295585
588848900971364376	23.43077	2.128318	-9999	0.2054938	0.4868911
588848900971364412	22.83928	2.320629	-9999	0.1355546	-0.03272521
588848900971364460	21.69497	1.861395	4.107234	-0.1951038	0.007656843
588848900971364554	18.10697	2.140553	10.57535	-0.03292361	-0.01781985
588848900971364596	19.02225	2.767409	10.40579	-0.003887103	-0.2241074
588848900971364615	19.65038	1.345792	5.947053	-0.0564684	0.008573145
588848900971364641	19.53039	1.612658	9.115395	-0.1325266	0.01492954
588848900971364727	21.26701	1.602525	4.616726	-0.08212651	0.01951401
588848900971364731	18.82803	3.796349	12.94562	-0.2568412	-0.02497571
588848900971364764	21.33356	1.454241	4.611196	0.0855718	0.01979963
588848900971364787	21.26106	1.114401	4.557316	-0.1418744	-0.1177519
588848900971364789	21.32296	1.328086	4.265528	-0.0097087	-0.0580094
588848900971364828	22.05921	1.767022	3.210189	0.06653187	-0.07187367
588848900971364850	21.13307	1.30973	4.636383	0.0233169	0.01729282
588848900971364865	20.24744	1.30521	5.62849	-0.01633784	0.07852057
588848900971364913	21.96959	0.3861012	3.290392	-0.01900037	0.1137871
588848900971364918	20.74366	1.402979	7.146873	-0.2629086	-0.000843665
588848900971364962	25.77621	2.363534	-9999	0.3093544	-1.207567
588848900971364963	22.03807	1.365246	-9999	0.02089861	0.1224229
588848900971365015	20.71028	2.364995	6.284237	-0.1989479	0.1250407
588848900971365020	21.97541	2.385383	-9999	0.04666737	-0.05802735
588848900971365034	21.31143	0.7186493	4.802564	-0.1607289	0.1334528
588848900971365059	22.57197	1.165972	3.133847	-0.3311212	-0.1571758
588848900971365063	21.90317	2.363534	3.856531	-0.04558802	0.04881685
588848900971365070	21.95027	1.198919	-9999	0.1569256	0.115434
588848900971365089	21.70436	0.3100886	5.471747	-0.2252257	0.3617774
588848900971365091	21.14906	1.87496	4.650534	-0.1279195	0.02264901
588848900971365113	21.24682	2.363534	-9999	0.2924086	0.1204765
588848900971365115	20.84134	2.320765	5.220319	-0.07335003	-0.09092226
588848900971365130	20.6797	1.783609	6.241572	-0.05479012	-0.01823439
588848900971365145	20.90929	1.907831	4.92376	0.01916818	-0.1986291
588848900971365152	21.76084	6.278471	5.794773	-0.07516875	0.4221905
588848900971365156	21.51403	1.516982	4.551786	-0.2003986	-0.1319296
588848900971365159	22.34154	0.5551982	3.460198	-0.2288971	0.04947357
588848900971365162	22.09432	0.05931328	3.471285	0.07702919	-0.4626982
